date,truck_location,marketing_channel,customers,avg_order_value,total_sales,repeat_customers,weather
2025-01-23,Midtown,Influencer Partnerships,25,8.43,210.75,2,Rainy
2025-01-23,Midtown,Email Newsletter,9,7.64,68.76,3,Sunny
2025-01-23,Suburbia,Instagram,30,13.8,414.0,11,Rainy
2025-01-23,Suburbia,Food Delivery Apps,12,11.31,135.72,3,Rainy
2025-01-23,Suburbia,Local Events,12,10.66,127.92,2,Sunny
2025-01-23,Suburbia,Google My Business,12,12.69,152.28,5,Sunny
2025-01-23,Suburbia,Loyalty Program,24,11.42,274.08,3,Rainy
2025-01-23,Suburbia,Influencer Partnerships,6,13.19,79.14,2,Cloudy
2025-01-23,Suburbia,Email Newsletter,10,15.72,157.2,3,Sunny
2025-01-23,Riverside,Instagram,23,10.32,237.36,3,Cloudy
2025-01-23,Riverside,Food Delivery Apps,24,13.1,314.4,4,Sunny
2025-01-23,Riverside,Local Events,8,19.41,155.28,2,Rainy
2025-01-23,Riverside,Google My Business,6,8.06,48.36,1,Sunny
2025-01-23,Riverside,Loyalty Program,4,18.65,74.6,0,Cloudy
2025-01-23,Riverside,Influencer Partnerships,34,12.5,425.0,7,Sunny
2025-01-23,Riverside,Email Newsletter,22,12.6,277.2,10,Cloudy
2025-01-24,Downtown,Instagram,6,12.83,76.98,2,Sunny
2025-01-24,Downtown,Food Delivery Apps,16,12.57,201.12,3,Sunny
2025-01-24,Downtown,Local Events,13,8.12,105.56,6,Rainy
2025-01-24,Downtown,Google My Business,16,12.43,198.88,2,Rainy
2025-01-24,Downtown,Loyalty Program,12,10.31,123.72,3,Rainy
2025-01-24,Downtown,Influencer Partnerships,8,16.11,128.88,3,Cloudy
2025-01-24,Downtown,Email Newsletter,28,14.83,415.24,12,Cloudy
2025-01-24,Uptown,Instagram,15,15.04,225.6,3,Rainy
2025-01-24,Uptown,Food Delivery Apps,7,15.95,111.65,3,Cloudy
2025-01-24,Uptown,Local Events,22,12.77,280.94,7,Sunny
2025-01-24,Uptown,Google My Business,23,17.92,412.16,9,Sunny
2025-01-24,Uptown,Loyalty Program,31,13.92,431.52,11,Rainy
2025-01-24,Uptown,Influencer Partnerships,19,15.31,290.89,7,Cloudy
2025-01-24,Uptown,Email Newsletter,13,12.72,165.36,4,Rainy
2025-01-24,Midtown,Instagram,5,13.06,65.3,0,Sunny
2025-01-24,Midtown,Food Delivery Apps,18,4.33,77.94,8,Cloudy
2025-01-24,Midtown,Local Events,18,15.33,275.94,2,Rainy
2025-01-24,Midtown,Google My Business,8,13.99,111.92,2,Cloudy
2025-01-24,Midtown,Loyalty Program,26,15.71,408.46,10,Cloudy
2025-01-24,Midtown,Influencer Partnerships,7,11.39,79.73,1,Sunny
2025-01-24,Midtown,Email Newsletter,11,8.46,93.06,1,Rainy
2025-01-24,Suburbia,Instagram,9,16.26,146.34,2,Sunny
2025-01-24,Suburbia,Food Delivery Apps,12,11.16,133.92,3,Cloudy
2025-01-24,Suburbia,Local Events,16,8.24,131.84,6,Rainy
2025-01-24,Suburbia,Google My Business,21,10.95,229.95,2,Rainy
2025-01-24,Suburbia,Loyalty Program,24,13.21,317.04,5,Cloudy
2025-01-24,Suburbia,Influencer Partnerships,16,8.52,136.32,7,Rainy
2025-01-24,Suburbia,Email Newsletter,28,10.33,289.24,13,Cloudy
2025-01-24,Riverside,Instagram,10,11.56,115.6,2,Rainy
2025-01-24,Riverside,Food Delivery Apps,21,11.35,238.35,7,Cloudy
2025-01-24,Riverside,Local Events,6,13.37,80.22,2,Rainy
2025-01-24,Riverside,Google My Business,5,12.01,60.05,1,Rainy
2025-01-24,Riverside,Loyalty Program,22,13.14,289.08,5,Rainy
2025-01-24,Riverside,Influencer Partnerships,29,9.82,284.78,6,Sunny
2025-01-24,Riverside,Email Newsletter,18,14.04,252.72,7,Cloudy
2025-01-25,Downtown,Instagram,13,9.93,129.09,3,Cloudy
2025-01-25,Downtown,Food Delivery Apps,14,12.79,179.06,2,Cloudy
2025-01-25,Downtown,Local Events,15,11.31,169.65,7,Cloudy
2025-01-25,Downtown,Google My Business,21,8.95,187.95,3,Sunny
2025-01-25,Downtown,Loyalty Program,18,8.97,161.46,2,Cloudy
2025-01-25,Downtown,Influencer Partnerships,21,13.96,293.16,8,Rainy
2025-01-25,Downtown,Email Newsletter,6,15.61,93.66,1,Cloudy
2025-01-25,Uptown,Instagram,7,8.23,57.61,2,Rainy
2025-01-25,Uptown,Food Delivery Apps,21,15.77,331.17,3,Sunny
2025-01-25,Uptown,Local Events,7,11.11,77.77,2,Sunny
2025-01-25,Uptown,Google My Business,5,11.14,55.7,0,Cloudy
2025-01-25,Uptown,Loyalty Program,3,10.13,30.39,0,Rainy
2025-01-25,Uptown,Influencer Partnerships,37,13.46,498.02,16,Cloudy
2025-01-25,Uptown,Email Newsletter,31,17.46,541.26,5,Sunny
2025-01-25,Midtown,Instagram,17,9.21,156.57,6,Sunny
2025-01-25,Midtown,Food Delivery Apps,21,8.07,169.47,8,Rainy
2025-01-25,Midtown,Local Events,23,7.9,181.7,9,Cloudy
2025-01-25,Midtown,Google My Business,35,11.91,416.85,8,Sunny
2025-01-25,Midtown,Loyalty Program,29,5.91,171.39,13,Cloudy
2025-01-25,Midtown,Influencer Partnerships,27,12.01,324.27,11,Cloudy
2025-01-25,Midtown,Email Newsletter,25,11.32,283.0,10,Sunny
2025-01-25,Suburbia,Instagram,21,15.5,325.5,8,Rainy
2025-01-25,Suburbia,Food Delivery Apps,13,17.51,227.63,3,Cloudy
2025-01-25,Suburbia,Local Events,9,9.67,87.03,1,Rainy
2025-01-25,Suburbia,Google My Business,32,15.35,491.2,9,Sunny
2025-01-25,Suburbia,Loyalty Program,5,12.32,61.6,0,Rainy
2025-01-25,Suburbia,Influencer Partnerships,22,8.96,197.12,8,Sunny
2025-01-25,Suburbia,Email Newsletter,9,13.02,117.18,2,Cloudy
2025-01-25,Riverside,Instagram,27,10.71,289.17,11,Cloudy
2025-01-25,Riverside,Food Delivery Apps,7,5.33,37.31,2,Cloudy
2025-01-25,Riverside,Local Events,23,10.76,247.48,2,Sunny
2025-01-25,Riverside,Google My Business,27,10.67,288.09,11,Cloudy
2025-01-25,Riverside,Loyalty Program,24,12.65,303.6,4,Rainy
2025-01-25,Riverside,Influencer Partnerships,17,14.81,251.77,5,Rainy
2025-01-25,Riverside,Email Newsletter,26,11.31,294.06,9,Rainy
2025-01-26,Downtown,Instagram,10,9.19,91.9,2,Rainy
2025-01-26,Downtown,Food Delivery Apps,26,10.93,284.18,3,Rainy
2025-01-26,Downtown,Local Events,12,14.02,168.24,3,Sunny
2025-01-26,Downtown,Google My Business,8,14.15,113.2,3,Cloudy
2025-01-26,Downtown,Loyalty Program,27,11.92,321.84,10,Cloudy
2025-01-26,Downtown,Influencer Partnerships,13,12.59,163.67,5,Cloudy
2025-01-26,Downtown,Email Newsletter,5,11.69,58.45,1,Sunny
2025-01-26,Uptown,Instagram,6,9.55,57.3,0,Rainy
2025-01-26,Uptown,Food Delivery Apps,19,13.1,248.9,5,Cloudy
2025-01-26,Uptown,Local Events,6,8.79,52.74,0,Sunny
2025-01-26,Uptown,Google My Business,26,9.13,237.38,10,Rainy
2025-01-26,Uptown,Loyalty Program,10,14.05,140.5,1,Sunny
2025-01-26,Uptown,Influencer Partnerships,28,11.84,331.52,9,Rainy
2025-01-26,Uptown,Email Newsletter,11,15.3,168.3,3,Cloudy
2025-01-26,Midtown,Instagram,18,11.25,202.5,1,Cloudy
2025-01-26,Midtown,Food Delivery Apps,25,10.29,257.25,9,Sunny
2025-01-26,Midtown,Local Events,23,13.04,299.92,3,Cloudy
2025-01-26,Midtown,Google My Business,29,15.39,446.31,10,Cloudy
2025-01-26,Midtown,Loyalty Program,37,11.79,436.23,5,Rainy
2025-01-26,Midtown,Influencer Partnerships,21,13.07,274.47,7,Sunny
2025-01-26,Midtown,Email Newsletter,6,13.39,80.34,1,Sunny
2025-01-26,Suburbia,Instagram,10,11.63,116.3,4,Rainy
2025-01-26,Suburbia,Food Delivery Apps,3,11.42,34.26,0,Rainy
2025-01-26,Suburbia,Local Events,10,9.2,92.0,4,Cloudy
2025-01-26,Suburbia,Google My Business,16,16.76,268.16,6,Rainy
2025-01-26,Suburbia,Loyalty Program,14,12.1,169.4,3,Cloudy
2025-01-26,Suburbia,Influencer Partnerships,21,12.72,267.12,10,Cloudy
2025-01-26,Suburbia,Email Newsletter,20,12.31,246.2,8,Cloudy
2025-01-26,Riverside,Instagram,10,13.23,132.3,1,Rainy
2025-01-26,Riverside,Food Delivery Apps,9,11.77,105.93,1,Cloudy
2025-01-26,Riverside,Local Events,16,6.83,109.28,1,Sunny
2025-01-26,Riverside,Google My Business,15,13.42,201.3,5,Rainy
2025-01-26,Riverside,Loyalty Program,25,9.21,230.25,6,Rainy
2025-01-26,Riverside,Influencer Partnerships,20,15.71,314.2,2,Rainy
2025-01-26,Riverside,Email Newsletter,25,16.32,408.0,11,Cloudy
2025-01-27,Downtown,Instagram,9,12.32,110.88,1,Sunny
2025-01-27,Downtown,Food Delivery Apps,18,15.88,285.84,8,Rainy
2025-01-27,Downtown,Local Events,6,15.94,95.64,1,Sunny
2025-01-27,Downtown,Google My Business,8,12.21,97.68,1,Cloudy
2025-01-27,Downtown,Loyalty Program,14,10.71,149.94,3,Sunny
2025-01-27,Downtown,Influencer Partnerships,40,11.04,441.6,19,Cloudy
2025-01-27,Downtown,Email Newsletter,14,12.2,170.8,5,Cloudy
2025-01-27,Uptown,Instagram,5,15.43,77.15,0,Sunny
2025-01-27,Uptown,Food Delivery Apps,14,8.57,119.98,1,Rainy
2025-01-27,Uptown,Local Events,22,18.3,402.6,8,Sunny
2025-01-27,Uptown,Google My Business,15,7.56,113.4,3,Cloudy
2025-01-27,Uptown,Loyalty Program,12,14.31,171.72,1,Rainy
2025-01-27,Uptown,Influencer Partnerships,8,7.39,59.12,1,Rainy
2025-01-27,Uptown,Email Newsletter,14,12.72,178.08,6,Rainy
2025-01-27,Midtown,Instagram,41,15.04,616.64,4,Cloudy
2025-01-27,Midtown,Food Delivery Apps,6,12.94,77.64,1,Cloudy
2025-01-27,Midtown,Local Events,27,13.47,363.69,8,Sunny
2025-01-27,Midtown,Google My Business,17,7.09,120.53,8,Sunny
2025-01-27,Midtown,Loyalty Program,24,8.38,201.12,7,Sunny
2025-01-27,Midtown,Influencer Partnerships,17,14.06,239.02,8,Rainy
2025-01-27,Midtown,Email Newsletter,19,10.67,202.73,4,Rainy
2025-01-27,Suburbia,Instagram,15,14.01,210.15,6,Rainy
2025-01-27,Suburbia,Food Delivery Apps,25,6.97,174.25,10,Cloudy
2025-01-27,Suburbia,Local Events,11,15.18,166.98,3,Sunny
2025-01-27,Suburbia,Google My Business,14,12.99,181.86,3,Sunny
2025-01-27,Suburbia,Loyalty Program,20,19.09,381.8,6,Sunny
2025-01-27,Suburbia,Influencer Partnerships,37,9.99,369.63,5,Rainy
2025-01-27,Suburbia,Email Newsletter,18,16.77,301.86,8,Rainy
2025-01-27,Riverside,Instagram,26,14.78,384.28,12,Sunny
2025-01-27,Riverside,Food Delivery Apps,17,11.62,197.54,5,Sunny
2025-01-27,Riverside,Local Events,14,12.1,169.4,3,Cloudy
2025-01-27,Riverside,Google My Business,20,10.93,218.6,4,Cloudy
2025-01-27,Riverside,Loyalty Program,16,12.3,196.8,4,Sunny
2025-01-27,Riverside,Influencer Partnerships,14,13.59,190.26,5,Cloudy
2025-01-27,Riverside,Email Newsletter,30,11.13,333.9,10,Cloudy
2025-01-28,Downtown,Instagram,15,13.06,195.9,6,Cloudy
2025-01-28,Downtown,Food Delivery Apps,28,16.12,451.36,8,Sunny
2025-01-28,Downtown,Local Events,4,7.92,31.68,1,Rainy
2025-01-28,Downtown,Google My Business,20,13.38,267.6,9,Sunny
2025-01-28,Downtown,Loyalty Program,25,12.3,307.5,3,Rainy
2025-01-28,Downtown,Influencer Partnerships,9,17.1,153.9,3,Cloudy
2025-01-28,Downtown,Email Newsletter,21,12.6,264.6,7,Rainy
2025-01-28,Uptown,Instagram,22,7.34,161.48,8,Sunny
2025-01-28,Uptown,Food Delivery Apps,15,9.75,146.25,6,Sunny
2025-01-28,Uptown,Local Events,12,6.31,75.72,3,Cloudy
2025-01-28,Uptown,Google My Business,16,11.55,184.8,5,Sunny
2025-01-28,Uptown,Loyalty Program,24,12.36,296.64,5,Sunny
2025-01-28,Uptown,Influencer Partnerships,23,7.75,178.25,5,Rainy
2025-01-28,Uptown,Email Newsletter,7,14.27,99.89,1,Sunny
2025-01-28,Midtown,Instagram,31,14.54,450.74,10,Rainy
2025-01-28,Midtown,Food Delivery Apps,22,10.92,240.24,7,Cloudy
2025-01-28,Midtown,Local Events,20,12.6,252.0,4,Rainy
2025-01-28,Midtown,Google My Business,30,15.48,464.4,4,Rainy
2025-01-28,Midtown,Loyalty Program,12,14.44,173.28,5,Rainy
2025-01-28,Midtown,Influencer Partnerships,23,13.39,307.97,10,Rainy
2025-01-28,Midtown,Email Newsletter,30,10.17,305.1,3,Rainy
2025-01-28,Suburbia,Instagram,9,10.68,96.12,1,Rainy
2025-01-28,Suburbia,Food Delivery Apps,14,11.29,158.06,4,Sunny
2025-01-28,Suburbia,Local Events,24,13.47,323.28,5,Sunny
2025-01-28,Suburbia,Google My Business,22,10.9,239.8,10,Cloudy
2025-01-28,Suburbia,Loyalty Program,21,15.74,330.54,9,Cloudy
2025-01-28,Suburbia,Influencer Partnerships,32,15.33,490.56,4,Cloudy
2025-01-28,Suburbia,Email Newsletter,31,12.15,376.65,13,Sunny
2025-01-28,Riverside,Instagram,18,11.35,204.3,2,Rainy
2025-01-28,Riverside,Food Delivery Apps,8,5.93,47.44,2,Cloudy
2025-01-28,Riverside,Local Events,21,11.49,241.29,4,Cloudy
2025-01-28,Riverside,Google My Business,3,15.5,46.5,1,Sunny
2025-01-28,Riverside,Loyalty Program,15,13.29,199.35,1,Cloudy
2025-01-28,Riverside,Influencer Partnerships,9,11.86,106.74,2,Rainy
2025-01-28,Riverside,Email Newsletter,5,16.04,80.2,0,Rainy
2025-01-29,Downtown,Instagram,14,12.79,179.06,5,Rainy
2025-01-29,Downtown,Food Delivery Apps,15,10.72,160.8,5,Cloudy
2025-01-29,Downtown,Local Events,20,14.74,294.8,6,Rainy
2025-01-29,Downtown,Google My Business,34,16.7,567.8,6,Rainy
2025-01-29,Downtown,Loyalty Program,6,13.47,80.82,2,Cloudy
2025-01-29,Downtown,Influencer Partnerships,35,16.35,572.25,15,Rainy
2025-01-29,Downtown,Email Newsletter,15,11.12,166.8,5,Sunny
2025-01-29,Uptown,Instagram,13,14.77,192.01,1,Rainy
2025-01-29,Uptown,Food Delivery Apps,21,9.96,209.16,4,Rainy
2025-01-29,Uptown,Local Events,9,14.16,127.44,1,Sunny
2025-01-29,Uptown,Google My Business,21,10.08,211.68,5,Sunny
2025-01-29,Uptown,Loyalty Program,26,15.73,408.98,6,Cloudy
2025-01-29,Uptown,Influencer Partnerships,28,11.86,332.08,12,Sunny
2025-01-29,Uptown,Email Newsletter,14,13.64,190.96,6,Rainy
2025-01-29,Midtown,Instagram,12,10.73,128.76,1,Sunny
2025-01-29,Midtown,Food Delivery Apps,8,9.69,77.52,2,Rainy
2025-01-29,Midtown,Local Events,23,13.55,311.65,4,Cloudy
2025-01-29,Midtown,Google My Business,14,9.81,137.34,6,Rainy
2025-01-29,Midtown,Loyalty Program,29,13.99,405.71,10,Sunny
2025-01-29,Midtown,Influencer Partnerships,18,18.73,337.14,3,Cloudy
2025-01-29,Midtown,Email Newsletter,19,14.0,266.0,7,Cloudy
2025-01-29,Suburbia,Instagram,20,9.86,197.2,8,Cloudy
2025-01-29,Suburbia,Food Delivery Apps,34,9.38,318.92,9,Rainy
2025-01-29,Suburbia,Local Events,8,18.34,146.72,1,Rainy
2025-01-29,Suburbia,Google My Business,33,9.62,317.46,12,Cloudy
2025-01-29,Suburbia,Loyalty Program,4,15.12,60.48,0,Cloudy
2025-01-29,Suburbia,Influencer Partnerships,4,11.77,47.08,1,Rainy
2025-01-29,Suburbia,Email Newsletter,22,13.8,303.6,10,Cloudy
2025-01-29,Riverside,Instagram,20,11.32,226.4,9,Cloudy
2025-01-29,Riverside,Food Delivery Apps,42,13.46,565.32,9,Rainy
2025-01-29,Riverside,Local Events,16,11.15,178.4,2,Sunny
2025-01-29,Riverside,Google My Business,16,16.0,256.0,2,Sunny
2025-01-29,Riverside,Loyalty Program,20,14.68,293.6,5,Rainy
2025-01-29,Riverside,Influencer Partnerships,9,12.91,116.19,4,Cloudy
2025-01-29,Riverside,Email Newsletter,14,16.62,232.68,4,Rainy
2025-01-30,Downtown,Instagram,34,11.55,392.7,11,Rainy
2025-01-30,Downtown,Food Delivery Apps,19,10.3,195.7,7,Sunny
2025-01-30,Downtown,Local Events,21,10.49,220.29,3,Rainy
2025-01-30,Downtown,Google My Business,6,12.67,76.02,1,Cloudy
2025-01-30,Downtown,Loyalty Program,22,11.57,254.54,5,Cloudy
2025-01-30,Downtown,Influencer Partnerships,28,9.84,275.52,11,Cloudy
2025-01-30,Downtown,Email Newsletter,11,14.82,163.02,3,Rainy
2025-01-30,Uptown,Instagram,27,14.94,403.38,11,Rainy
2025-01-30,Uptown,Food Delivery Apps,25,12.89,322.25,8,Rainy
2025-01-30,Uptown,Local Events,9,11.55,103.95,1,Rainy
2025-01-30,Uptown,Google My Business,28,9.68,271.04,11,Cloudy
2025-01-30,Uptown,Loyalty Program,17,14.66,249.22,6,Cloudy
2025-01-30,Uptown,Influencer Partnerships,5,12.03,60.15,1,Cloudy
2025-01-30,Uptown,Email Newsletter,10,14.97,149.7,4,Sunny
2025-01-30,Midtown,Instagram,13,9.61,124.93,5,Cloudy
2025-01-30,Midtown,Food Delivery Apps,20,16.91,338.2,7,Cloudy
2025-01-30,Midtown,Local Events,8,10.4,83.2,1,Sunny
2025-01-30,Midtown,Google My Business,7,15.35,107.45,1,Sunny
2025-01-30,Midtown,Loyalty Program,5,14.08,70.4,1,Cloudy
2025-01-30,Midtown,Influencer Partnerships,28,16.72,468.16,8,Sunny
2025-01-30,Midtown,Email Newsletter,26,11.05,287.3,12,Rainy
2025-01-30,Suburbia,Instagram,16,19.67,314.72,5,Rainy
2025-01-30,Suburbia,Food Delivery Apps,2,16.05,32.1,0,Rainy
2025-01-30,Suburbia,Local Events,22,6.4,140.8,6,Rainy
2025-01-30,Suburbia,Google My Business,9,18.84,169.56,1,Rainy
2025-01-30,Suburbia,Loyalty Program,14,3.2,44.8,5,Sunny
2025-01-30,Suburbia,Influencer Partnerships,6,12.89,77.34,1,Sunny
2025-01-30,Suburbia,Email Newsletter,18,14.25,256.5,2,Rainy
2025-01-30,Riverside,Instagram,34,11.39,387.26,11,Sunny
2025-01-30,Riverside,Food Delivery Apps,26,14.48,376.48,5,Cloudy
2025-01-30,Riverside,Local Events,6,8.71,52.26,0,Cloudy
2025-01-30,Riverside,Google My Business,18,12.55,225.9,7,Rainy
2025-01-30,Riverside,Loyalty Program,38,9.58,364.04,18,Sunny
2025-01-30,Riverside,Influencer Partnerships,19,12.43,236.17,5,Rainy
2025-01-30,Riverside,Email Newsletter,14,16.11,225.54,6,Rainy
2025-01-31,Downtown,Instagram,28,20.77,581.56,5,Cloudy
2025-01-31,Downtown,Food Delivery Apps,15,11.58,173.7,3,Rainy
2025-01-31,Downtown,Local Events,7,12.16,85.12,1,Cloudy
2025-01-31,Downtown,Google My Business,29,13.29,385.41,3,Cloudy
2025-01-31,Downtown,Loyalty Program,9,6.35,57.15,2,Cloudy
2025-01-31,Downtown,Influencer Partnerships,40,14.72,588.8,8,Rainy
2025-01-31,Downtown,Email Newsletter,15,10.28,154.2,5,Cloudy
2025-01-31,Uptown,Instagram,34,14.46,491.64,11,Cloudy
2025-01-31,Uptown,Food Delivery Apps,24,13.42,322.08,5,Cloudy
2025-01-31,Uptown,Local Events,24,11.76,282.24,11,Rainy
2025-01-31,Uptown,Google My Business,12,9.96,119.52,2,Sunny
2025-01-31,Uptown,Loyalty Program,10,12.46,124.6,3,Rainy
2025-01-31,Uptown,Influencer Partnerships,8,12.65,101.2,1,Cloudy
2025-01-31,Uptown,Email Newsletter,5,16.97,84.85,0,Rainy
2025-01-31,Midtown,Instagram,13,13.06,169.78,5,Cloudy
2025-01-31,Midtown,Food Delivery Apps,21,14.27,299.67,3,Sunny
2025-01-31,Midtown,Local Events,34,12.64,429.76,10,Rainy
2025-01-31,Midtown,Google My Business,6,8.66,51.96,0,Cloudy
2025-01-31,Midtown,Loyalty Program,6,8.4,50.4,1,Sunny
2025-01-31,Midtown,Influencer Partnerships,5,10.37,51.85,0,Cloudy
2025-01-31,Midtown,Email Newsletter,23,12.63,290.49,7,Sunny
2025-01-31,Suburbia,Instagram,19,16.27,309.13,3,Sunny
2025-01-31,Suburbia,Food Delivery Apps,10,11.55,115.5,4,Cloudy
2025-01-31,Suburbia,Local Events,20,11.79,235.8,3,Sunny
2025-01-31,Suburbia,Google My Business,13,16.12,209.56,6,Sunny
2025-01-31,Suburbia,Loyalty Program,19,14.33,272.27,3,Rainy
2025-01-31,Suburbia,Influencer Partnerships,21,13.1,275.1,5,Sunny
2025-01-31,Suburbia,Email Newsletter,24,11.23,269.52,3,Sunny
2025-01-31,Riverside,Instagram,25,9.46,236.5,3,Sunny
2025-01-31,Riverside,Food Delivery Apps,4,7.44,29.76,1,Cloudy
2025-01-31,Riverside,Local Events,7,13.3,93.1,1,Rainy
2025-01-31,Riverside,Google My Business,23,10.03,230.69,10,Cloudy
2025-01-31,Riverside,Loyalty Program,31,15.69,486.39,11,Sunny
2025-01-31,Riverside,Influencer Partnerships,12,11.37,136.44,3,Sunny
2025-01-31,Riverside,Email Newsletter,10,12.35,123.5,3,Cloudy
2025-02-01,Downtown,Instagram,29,11.76,341.04,12,Sunny
2025-02-01,Downtown,Food Delivery Apps,24,11.95,286.8,11,Rainy
2025-02-01,Downtown,Local Events,25,13.06,326.5,12,Cloudy
2025-02-01,Downtown,Google My Business,16,8.32,133.12,7,Sunny
2025-02-01,Downtown,Loyalty Program,7,16.35,114.45,3,Sunny
2025-02-01,Downtown,Influencer Partnerships,14,9.75,136.5,4,Sunny
2025-02-01,Downtown,Email Newsletter,11,14.51,159.61,4,Rainy
2025-02-01,Uptown,Instagram,25,10.32,258.0,10,Rainy
2025-02-01,Uptown,Food Delivery Apps,19,4.01,76.19,4,Cloudy
2025-02-01,Uptown,Local Events,12,13.08,156.96,3,Cloudy
2025-02-01,Uptown,Google My Business,10,19.68,196.8,1,Cloudy
2025-02-01,Uptown,Loyalty Program,5,14.63,73.15,0,Sunny
2025-02-01,Uptown,Influencer Partnerships,15,21.84,327.6,2,Cloudy
2025-02-01,Uptown,Email Newsletter,24,14.7,352.8,8,Rainy
2025-02-01,Midtown,Instagram,24,8.68,208.32,3,Sunny
2025-02-01,Midtown,Food Delivery Apps,6,14.86,89.16,2,Cloudy
2025-02-01,Midtown,Local Events,25,12.89,322.25,11,Rainy
2025-02-01,Midtown,Google My Business,3,5.09,15.27,0,Rainy
2025-02-01,Midtown,Loyalty Program,19,7.47,141.93,5,Rainy
2025-02-01,Midtown,Influencer Partnerships,16,14.03,224.48,7,Rainy
2025-02-01,Midtown,Email Newsletter,8,11.93,95.44,1,Cloudy
2025-02-01,Suburbia,Instagram,17,17.37,295.29,3,Sunny
2025-02-01,Suburbia,Food Delivery Apps,25,13.65,341.25,6,Cloudy
2025-02-01,Suburbia,Local Events,15,6.28,94.2,4,Rainy
2025-02-01,Suburbia,Google My Business,23,12.43,285.89,10,Sunny
2025-02-01,Suburbia,Loyalty Program,23,14.63,336.49,2,Rainy
2025-02-01,Suburbia,Influencer Partnerships,10,12.56,125.6,1,Rainy
2025-02-01,Suburbia,Email Newsletter,13,10.18,132.34,4,Sunny
2025-02-01,Riverside,Instagram,27,15.17,409.59,11,Rainy
2025-02-01,Riverside,Food Delivery Apps,22,7.3,160.6,2,Rainy
2025-02-01,Riverside,Local Events,25,13.16,329.0,8,Sunny
2025-02-01,Riverside,Google My Business,17,16.11,273.87,8,Cloudy
2025-02-01,Riverside,Loyalty Program,6,13.05,78.3,1,Rainy
2025-02-01,Riverside,Influencer Partnerships,14,10.2,142.8,6,Cloudy
2025-02-01,Riverside,Email Newsletter,16,12.7,203.2,6,Rainy
2025-02-02,Downtown,Instagram,7,11.06,77.42,2,Cloudy
2025-02-02,Downtown,Food Delivery Apps,30,20.12,603.6,7,Sunny
2025-02-02,Downtown,Local Events,15,7.75,116.25,3,Sunny
2025-02-02,Downtown,Google My Business,21,14.95,313.95,2,Rainy
2025-02-02,Downtown,Loyalty Program,20,11.68,233.6,2,Sunny
2025-02-02,Downtown,Influencer Partnerships,34,12.46,423.64,15,Rainy
2025-02-02,Downtown,Email Newsletter,34,13.68,465.12,10,Cloudy
2025-02-02,Uptown,Instagram,9,13.86,124.74,4,Sunny
2025-02-02,Uptown,Food Delivery Apps,14,15.22,213.08,6,Rainy
2025-02-02,Uptown,Local Events,12,12.87,154.44,5,Rainy
2025-02-02,Uptown,Google My Business,10,14.05,140.5,4,Rainy
2025-02-02,Uptown,Loyalty Program,16,10.91,174.56,2,Rainy
2025-02-02,Uptown,Influencer Partnerships,21,11.95,250.95,4,Rainy
2025-02-02,Uptown,Email Newsletter,10,9.11,91.1,1,Sunny
2025-02-02,Midtown,Instagram,7,13.43,94.01,1,Rainy
2025-02-02,Midtown,Food Delivery Apps,27,8.68,234.36,8,Cloudy
2025-02-02,Midtown,Local Events,3,13.16,39.48,1,Cloudy
2025-02-02,Midtown,Google My Business,9,11.16,100.44,2,Sunny
2025-02-02,Midtown,Loyalty Program,34,9.75,331.5,9,Sunny
2025-02-02,Midtown,Influencer Partnerships,4,17.69,70.76,1,Cloudy
2025-02-02,Midtown,Email Newsletter,11,13.29,146.19,3,Rainy
2025-02-02,Suburbia,Instagram,17,12.03,204.51,4,Rainy
2025-02-02,Suburbia,Food Delivery Apps,24,14.67,352.08,5,Cloudy
2025-02-02,Suburbia,Local Events,4,12.68,50.72,1,Rainy
2025-02-02,Suburbia,Google My Business,8,17.85,142.8,1,Cloudy
2025-02-02,Suburbia,Loyalty Program,15,12.54,188.1,4,Sunny
2025-02-02,Suburbia,Influencer Partnerships,30,14.3,429.0,9,Cloudy
2025-02-02,Suburbia,Email Newsletter,15,15.37,230.55,2,Sunny
2025-02-02,Riverside,Instagram,33,8.31,274.23,15,Cloudy
2025-02-02,Riverside,Food Delivery Apps,19,16.11,306.09,5,Cloudy
2025-02-02,Riverside,Local Events,32,15.42,493.44,6,Cloudy
2025-02-02,Riverside,Google My Business,16,12.46,199.36,7,Cloudy
2025-02-02,Riverside,Loyalty Program,8,11.1,88.8,1,Cloudy
2025-02-02,Riverside,Influencer Partnerships,24,8.05,193.2,5,Cloudy
2025-02-02,Riverside,Email Newsletter,17,16.26,276.42,7,Rainy
2025-02-03,Downtown,Instagram,16,10.16,162.56,6,Sunny
2025-02-03,Downtown,Food Delivery Apps,22,15.78,347.16,4,Cloudy
2025-02-03,Downtown,Local Events,5,10.86,54.3,1,Cloudy
2025-02-03,Downtown,Google My Business,26,11.27,293.02,9,Sunny
2025-02-03,Downtown,Loyalty Program,20,14.85,297.0,2,Cloudy
2025-02-03,Downtown,Influencer Partnerships,19,15.58,296.02,6,Sunny
2025-02-03,Downtown,Email Newsletter,10,14.3,143.0,4,Cloudy
2025-02-03,Uptown,Instagram,27,14.79,399.33,11,Cloudy
2025-02-03,Uptown,Food Delivery Apps,19,9.56,181.64,2,Cloudy
2025-02-03,Uptown,Local Events,23,15.42,354.66,2,Rainy
2025-02-03,Uptown,Google My Business,23,10.26,235.98,7,Sunny
